#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.0011837 mW
#Current:	-0.000839471 mA
#Voltage:	1.41006 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.10255,1.49234,-0.000141573,-0.000211276,0.000845104
1.63487,1.44413,-0.000895538,-0.00129327,0.0051731
2.14794,1.39569,-0.000923126,-0.0012884,0.00515359
2.67891,1.41966,-0.000776185,-0.00110192,0.00440766
3.19546,1.40536,-0.000639573,-0.000898827,0.00359531
3.71821,1.41026,-0.000497563,-0.000701691,0.00280676
4.23606,1.40996,-0.000840293,-0.00118478,0.00473913
4.76529,1.40487,-0.000896003,-0.00125877,0.00503507
5.28828,1.40044,-0.000725871,-0.00101654,0.00406616
5.81485,1.40533,-0.000923126,-0.0012973,0.00518918
6.33655,1.40537,-0.000923126,-0.00129734,0.00518934
6.86844,1.40979,-0.000793445,-0.00111859,0.00447436
7.39285,1.41025,-0.00117809,-0.00166141,0.00664562
7.92096,1.41024,-0.000842758,-0.00118849,0.00475396
8.44564,1.41025,-0.000781116,-0.00110157,0.00440627
8.97984,1.41034,-0.000766322,-0.00108078,0.00432311
9.51493,1.41006,-0.000571533,-0.000805896,0.00322359
10.043,1.41015,-0.000758925,-0.0010702,0.00428079
10.5635,1.41029,-0.000598656,-0.000844279,0.00337712
11.0899,1.41039,-0.000805773,-0.00113646,0.00454582
11.6131,1.41019,-0.000808239,-0.00113977,0.00455909
12.1429,1.41026,-0.000593725,-0.000837306,0.00334922
12.654,1.41009,-0.000603587,-0.000851114,0.00340446
13.1784,1.41015,-0.000975905,-0.00137617,0.00550468
13.7043,1.41024,-0.000778651,-0.00109809,0.00439235
14.2261,1.41028,-0.000519754,-0.000733,0.002932
14.7494,1.41013,-0.000655367,-0.000924151,0.00369661
15.2811,1.41022,-0.000697283,-0.000983321,0.00393329
15.8047,1.41004,-0.000655367,-0.000924092,0.00369637
16.3311,1.41008,-0.000953714,-0.00134482,0.00537927
16.8528,1.41031,-0.00057893,-0.00081647,0.00326588
17.3712,1.41013,-0.00075646,-0.00106671,0.00426683
17.8937,1.41022,-0.000790979,-0.00111546,0.00446183
18.427,1.41003,-0.000746597,-0.00105273,0.00421091
18.9544,1.4102,-0.000657832,-0.000927677,0.00371071
19.4761,1.41079,-0.000783582,-0.00110547,0.00442186
20.002,1.4103,-0.000776185,-0.00109465,0.00437861
20.521,1.41049,-0.000746597,-0.00105307,0.00421228
21.0544,1.41039,-0.000635641,-0.000896499,0.003586
21.5858,1.41041,-0.000551808,-0.000778274,0.0031131
22.1134,1.41059,-0.000593725,-0.0008375,0.00335
22.6406,1.41077,-0.000620847,-0.000875873,0.00350349
23.1488,1.41028,-0.000744131,-0.00104944,0.00419774
23.6731,1.41048,-0.000943851,-0.00133128,0.00532512
24.1899,1.41034,-0.000635641,-0.000896473,0.00358589
24.7203,1.41018,-0.00043099,-0.000607774,0.0024311
25.2457,1.41102,-0.000717009,-0.00101171,0.00404686
25.7795,1.40998,-0.000736734,-0.00103878,0.00415513
26.2986,1.41017,-0.000808239,-0.00113975,0.00455901
26.8312,1.40974,-0.000803308,-0.00113246,0.00452983
27.3588,1.41008,-0.000672626,-0.000948458,0.00379383
27.8827,1.41008,-0.000628244,-0.000885874,0.0035435
28.404,1.41021,-0.000625778,-0.000882478,0.00352991
28.934,1.4101,-0.000771254,-0.00108754,0.00435018
29.4604,1.41022,-0.000758925,-0.00107025,0.00428101
29.9799,1.41033,-0.000697283,-0.000983399,0.0039336
30.5029,1.41029,-0.000559205,-0.000788639,0.00315456
31.0242,1.41006,-0.000477838,-0.000673778,0.00269511
31.552,1.41016,-0.000852621,-0.00120234,0.00480934
32.0816,1.41021,-0.000771254,-0.00108763,0.00435052
32.6141,1.41005,-0.000702215,-0.000990156,0.00396062
33.1398,1.40996,-0.000615916,-0.000868418,0.00347367
33.6517,1.40999,-0.00083043,-0.0011709,0.00468359
34.1837,1.41014,-0.000842758,-0.00118841,0.00475364
34.715,1.41016,-0.000889606,-0.00125448,0.00501793
35.2401,1.40989,-0.000731803,-0.00103176,0.00412706
