#ID:	3
#type:	Perform parallel JV
#start_time:	16/04/2025 16.48.02
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	3 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[21.627,35.187] °C
##Sample holder climate : relative humidity:	[38.428,33.845] %
##IR temperature [0]:	[23.33,46.49] °C
##Stage temperature:	[21.4165,53.7755] °C
##Light intensity:	[100,100] %
#
#voltage (V),current (mA)
1.40098,-0.000957646
1.39685,-0.00113024
1.38158,-0.00101007
1.36697,-0.00119297
1.36697,-0.00104441
1.34273,-0.000893003
1.34257,-0.000929989
1.32836,-0.00111638
1.31846,-0.000936386
1.30907,-0.00102908
1.29888,-0.0007332
1.28927,-0.000803705
1.28002,-0.00104288
1.26986,-0.00091466
1.25534,-0.00109612
1.25115,-0.000672023
1.24095,-0.000974302
1.22627,-0.000704543
1.22171,-0.000956043
1.2074,-0.00102408
1.19755,-0.00100929
1.19264,-0.000950111
1.17782,-0.000867744
1.16846,-0.000859347
1.15897,-0.000775513
1.14929,-0.000805102
1.13917,-0.000971768
1.12974,-0.000668489
1.12027,-0.000825293
1.11042,-0.000933783
1.09589,-0.000977165
1.09118,-0.000927851
1.07674,-0.00079617
1.07108,-0.00119068
1.05693,-0.00104667
1.05216,-0.000913523
1.0376,-0.00093718
1.02744,-0.000812896
1.01798,-0.000795636
1.00894,-0.000806964
0.998648,-0.00080943
0.989273,-0.000672818
0.979088,-0.0012054
0.969339,-0.000892263
0.959625,-0.000738391
0.944863,-0.000739857
0.940012,-0.000875469
0.930862,-0.000799033
0.916219,-0.000876935
0.911179,-0.000674749
0.896506,-0.000819224
0.886519,-0.000862606
0.881818,-0.000687543
0.867407,-0.000832018
0.857795,-0.000762979
0.848031,-0.00060171
0.838114,-0.000860606
0.82814,-0.000696871
0.818536,-0.000467563
0.808816,-0.000698337
0.799319,-0.000750116
0.789645,-0.000821621
0.779939,-0.000749116
0.765462,-0.000745651
0.760725,-0.000856606
0.746132,-0.00067068
0.741033,-0.000609038
0.726811,-0.000608038
0.721673,-0.000844744
0.707054,-0.000715528
0.697569,-0.000673612
0.692407,-0.000910317
0.692479,-0.00046896
0.653593,-0.000624764
0.653692,-0.000782567
0.649113,-0.000724857
0.639316,-0.000594176
0.624806,-0.000713994
0.620211,-0.000667146
0.605244,-0.000895454
0.595552,-0.000754911
0.59081,-0.000666146
0.576301,-0.000615832
0.565793,-0.000693734
0.556067,-0.000819484
0.546755,-0.000754376
0.537188,-0.000640955
0.527501,-0.000565984
0.517533,-0.000792827
0.508091,-0.000816484
0.498992,-0.000592107
0.484353,-0.000837675
0.479992,-0.00105219
0.465416,-0.000661612
0.455965,-0.000839141
0.44614,-0.000539793
0.436747,-0.000589107
0.427086,-0.000602901
0.417739,-0.000634955
0.407944,-0.000574778
0.393258,-0.000648749
0.388418,-0.000568847
0.374091,-0.000827744
0.369172,-0.000940165
0.35486,-0.000661543
0.35024,-0.00077743
0.336158,-0.000879989
0.326117,-0.000787758
0.316525,-0.000491877
0.307303,-0.000924837
0.297485,-0.000646215
0.287879,-0.000558916
0.278109,-0.000480014
0.26874,-0.000705857
0.254022,-0.000683666
0.249113,-0.00062842
0.234613,-0.000783758
0.22536,-0.000575641
0.220684,-0.000726048
0.204789,-0.000510533
0.194898,-0.000887783
0.189373,-0.000739842
0.174391,-0.000674734
0.169678,-0.000440494
0.154963,-0.000683597
0.144767,-0.000726979
0.139386,-0.000450823
0.123851,-0.000693925
0.119298,-0.000642146
0.103246,-0.00063868
0.0988809,-0.000618955
0.0836057,-0.000627818
0.0784433,-0.000356593
0.0683466,-0.000478877
0.0530476,-0.000387646
0.0481051,-0.00036199
0.0376657,-0.000534587
0.027725,-0.000614955
0.0120006,-0.000898508
0.00689985,-0.000493136
-0.00408458,-0.000382181
-0.0132189,-0.000696788
-0.0238059,-0.000484739
-0.033978,-0.000486205
-0.0438997,-0.000671131
-0.0541176,-0.000536984
-0.0648587,-0.000361921
-0.075273,-0.000405303
-0.0848479,-0.000375715
-0.095095,-0.000766758
-0.104841,-0.000416632
-0.114377,-0.000415632
