#ID:	1
#type:	Perform parallel JV
#start_time:	16/04/2025 17.35.39
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	1 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[33.42,30.245] °C
##Sample holder climate : relative humidity:	[30.249,31.615] %
##IR temperature [0]:	[35.67,31.91] °C
##Stage temperature:	[35.8809,30.7062] °C
##Light intensity:	[0,0] %
#
#voltage (V),current (mA)
1.081,50.0595
1.07966,50.0296
1.07883,50.0329
1.07828,50.0399
1.07782,50.0482
1.07748,50.0515
1.07725,50.0492
1.07698,50.0525
1.07683,50.0556
1.07665,50.0585
1.07651,50.0592
1.0764,50.062
1.07631,50.0627
1.07619,50.0612
1.07614,50.0644
1.07602,50.0622
1.07598,50.0633
1.07589,50.0626
1.07583,50.0637
1.07575,50.0648
1.07571,50.0674
1.07566,50.0656
1.07559,50.0654
1.07554,50.066
1.07548,50.0645
1.07546,50.065
1.07537,50.0646
1.07532,50.0674
1.07529,50.0672
1.07525,50.0671
1.07518,50.0651
1.07517,50.0668
1.07518,50.0684
1.0751,50.069
1.07505,50.0658
1.07502,50.0675
1.07499,50.0711
1.07499,50.0658
1.07496,50.068
1.07493,50.0706
1.0749,50.071
1.07487,50.0703
1.07484,50.0683
1.07477,50.0649
1.07474,50.0672
1.07475,50.0654
1.07473,50.0668
1.0747,50.0676
1.07468,50.0676
1.07467,50.0666
1.07463,50.0673
1.07463,50.0662
1.0746,50.0677
1.07459,50.067
1.07454,50.0702
1.07452,50.0681
1.07452,50.0648
1.07449,50.0671
1.07449,50.0669
1.07446,50.0665
1.07446,50.0657
1.07444,50.0659
1.07442,50.0644
1.07439,50.0665
1.07436,50.0656
1.07402,49.9738
1.07347,49.8392
1.0728,49.6545
1.07194,49.4221
1.0709,49.1553
1.0699,48.8856
1.06856,48.5261
1.06719,48.1658
1.06566,47.7641
1.06394,47.3192
1.06227,46.8677
1.06033,46.3704
1.05823,45.8339
1.05241,44.3528
1.04653,42.8749
1.04068,41.4152
1.03451,39.9073
1.02814,38.3828
1.02202,36.9385
1.01591,35.5233
1.00952,34.089
1.00299,32.654
0.996496,31.2562
0.989897,29.8705
0.983022,28.4742
0.975894,27.0835
0.968867,25.7388
0.961931,24.4516
0.954431,23.1133
0.947113,21.8631
0.939245,20.5695
0.931467,19.3436
0.923713,18.173
0.915172,16.9538
0.9065,15.771
0.897852,14.6576
0.888896,13.5788
0.8799,12.5536
0.870588,11.5654
0.86388,10.8842
0.858705,10.3707
0.853213,9.86575
0.848467,9.4389
0.848197,9.39616
0.846883,9.26753
0.846019,9.18392
0.844112,9.0178
0.842145,8.8507
0.83916,8.60526
0.836539,8.39373
0.833359,8.14974
0.830114,7.90208
0.826183,7.61897
0.822121,7.33719
0.81787,7.05015
0.812696,6.71711
0.807959,6.42914
0.80239,6.09996
0.797306,5.81424
0.791184,5.48954
0.785553,5.20653
0.77975,4.92753
0.772647,4.61487
0.767173,4.37994
0.76043,4.11359
0.754575,3.89178
0.748372,3.66866
0.741875,3.45279
0.736339,3.27662
0.729181,3.06118
0.723097,2.8882
0.716736,2.71749
0.710092,2.55098
0.704588,2.41666
0.698808,2.28625
0.691352,2.12537
0.686563,2.02856
0.680072,1.89996
0.675007,1.80792
0.668189,1.68688
0.662799,1.59658
0.657626,1.5115
0.651926,1.42526
0.646044,1.34082
0.640218,1.25877
0.63619,1.20462
0.62986,1.12415
0.6235,1.04487
0.619052,0.993436
0.612202,0.918835
0.607691,0.869659
0.602778,0.820664
0.597842,0.773579
0.590397,0.706005
0.585254,0.660356
0.582751,0.638868
0.574758,0.574932
0.569299,0.534662
0.5632,0.493121
0.560595,0.474658
0.554871,0.437482
0.548668,0.400839
0.542389,0.365601
0.536156,0.334039
0.532721,0.317334
0.529716,0.301888
0.523199,0.2735
0.516304,0.245268
0.509476,0.219667
0.505862,0.207218
0.502354,0.195823
0.494771,0.172705
0.491057,0.162542
0.483352,0.142322
0.479575,0.133276
0.475827,0.124754
0.471808,0.116075
0.463519,0.100394
0.455431,0.0877463
0.455612,0.0870954
0.44722,0.0752452
0.442782,0.0689436
0.438467,0.0638254
0.434187,0.0588083
0.425795,0.0501533
0.421232,0.0461248
0.416579,0.0422911
0.412194,0.0389874
0.408061,0.036062
0.403406,0.0327633
0.39396,0.0273813
0.389957,0.0249898
0.385001,0.0228607
0.384863,0.022767
0.375752,0.0189136
0.366801,0.015823
0.366683,0.0157564
0.357296,0.0128078
0.35733,0.0131677
0.348175,0.0106294
0.347993,0.0104075
0.338434,0.00856582
0.333901,0.00794208
0.329389,0.00686963
0.324299,0.00596574
0.319862,0.00552685
0.310181,0.00418552
0.309894,0.00428168
0.300255,0.00339011
0.300253,0.00345421
0.290598,0.00260355
0.290471,0.00254438
0.28036,0.00192649
0.275484,0.00170211
0.275576,0.00150239
0.265968,0.00147627
0.260738,0.000953547
0.260305,0.0010004
0.25042,0.00074643
0.245796,0.000609352
0.240651,0.000550176
0.235892,0.000352921
0.231142,0.000377578
0.226207,0.000393372
0.220962,0.000252828
0.215974,6.29705E-5
0.211031,-3.60295E-6
0.206496,0.000483136
0.201331,0.000310539
