#ID:	3
#type:	Perform parallel JV
#start_time:	16/04/2025 16.48.02
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	3 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[21.627,35.187] °C
##Sample holder climate : relative humidity:	[38.428,33.845] %
##IR temperature [0]:	[23.33,46.49] °C
##Stage temperature:	[21.4165,53.7755] °C
##Light intensity:	[100,100] %
#
#voltage (V),current (mA)
1.10281,50.0421
1.10108,50.0102
1.10013,50.0204
1.09945,50.0262
1.09894,50.0261
1.09856,50.0325
1.09823,50.0341
1.09788,50.0347
1.09758,50.0397
1.0973,50.0434
1.09705,50.0427
1.09679,50.0462
1.09656,50.0456
1.09632,50.0455
1.09607,50.0522
1.09588,50.0507
1.09568,50.057
1.09547,50.0552
1.09529,50.0538
1.09511,50.0576
1.09489,50.059
1.09472,50.0637
1.09454,50.0652
1.09438,50.0652
1.09418,50.0647
1.09402,50.0698
1.0939,50.0676
1.09373,50.0697
1.0936,50.0726
1.09346,50.0754
1.09328,50.0716
1.09299,50.0308
1.09228,49.8932
1.09122,49.6733
1.08979,49.358
1.08816,48.995
1.08621,48.5497
1.08389,48.0132
1.07733,46.4965
1.07053,44.9144
1.06364,43.34
1.05662,41.7548
1.0491,40.0879
1.04114,38.3602
1.03307,36.6481
1.02498,34.9722
1.01612,33.1838
1.00705,31.4141
0.998341,29.7539
0.988516,27.9592
0.978438,26.1847
0.968296,24.4635
0.957524,22.7258
0.946192,20.9756
0.93455,19.2892
0.922252,17.5977
0.908446,15.8403
0.894371,14.18
0.880153,12.6416
0.8649,11.1353
0.84796,9.64705
0.830223,8.27106
0.811482,7.00312
0.790424,5.79421
0.76838,4.73151
0.745946,3.8394
0.738062,3.55329
0.73602,3.48086
0.733031,3.37864
0.727545,3.20346
0.720666,2.9972
0.712355,2.76163
0.703655,2.5337
0.69428,2.30335
0.684554,2.08107
0.671807,1.82151
0.660069,1.59944
0.647642,1.3842
0.636321,1.20768
0.624496,1.03566
0.611982,0.870101
0.60105,0.736578
0.589499,0.608537
0.580023,0.508376
0.567478,0.390035
0.557234,0.301159
0.546006,0.210966
0.535126,0.130778
0.523736,0.0571698
0.514935,0.00323856
0.50263,-0.0643546
0.490015,-0.125282
0.483162,-0.154233
0.469554,-0.209419
0.462671,-0.234068
0.448582,-0.278767
0.440725,-0.300182
0.429564,-0.329032
0.42204,-0.346804
0.410069,-0.371057
0.398359,-0.392273
0.385593,-0.41235
0.377217,-0.423988
0.368379,-0.435085
0.359841,-0.444829
0.346963,-0.458148
0.337956,-0.466647
0.329241,-0.473311
0.316043,-0.483568
0.306012,-0.489685
0.301451,-0.492377
0.287234,-0.500377
0.277618,-0.505094
0.263337,-0.511435
0.258632,-0.512855
0.248992,-0.51656
0.234895,-0.521523
0.22987,-0.523387
0.21559,-0.527371
0.206044,-0.529892
0.196117,-0.532279
0.186684,-0.534571
0.176894,-0.536776
0.167341,-0.538612
0.15728,-0.541001
0.147653,-0.542709
0.137723,-0.543936
0.123061,-0.546707
0.118548,-0.547493
0.108879,-0.548969
0.0939927,-0.551193
0.0886025,-0.551979
0.0738884,-0.554136
